Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL
Бесславный,бар-паб,Бары; Рестораны,"Лиговский проспект, 64-66",цокольный этаж,191040,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 16:00-06:00; Вт: 16:00-06:00; Ср: 16:00-06:00; Чт: 16:00-06:00; Пт: 16:00-06:00; Сб: 16:00-06:00; Вс: 16:00-06:00,+03:00,5.0,23,89603922237,,,,,http://besslavnyj-pab.clients.site,,,,,https://wa.me/79603922237,,,,,https://t.me/besslavPub,,,,59.922785,30.35593,https://2gis.com/firm/70000001074357263
La`gom,ресторан,Кафе; Бары; Доставка готовых блюд,"Ивана Черных, 10Б",1-2 этаж,198095,Нарвский,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.5,27,88123314509,,,,,http://lagom-kitchen-bar.clients.site/,,,,https://vk.com/lagombar,https://wa.me/79112914509,,,,,https://t.me/+79112914509,,,,59.90126,30.280259,https://2gis.com/firm/70000001045834745
Pinzeria by bontempi,ресторан,Пиццерии; Рестораны,"Пулковское шоссе, 25 к1",2 этаж,196240,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-23:00; Сб: 11:00-23:00; Вс: 11:00-22:00,+03:00,4.9,130,88125659555,,,info@pinzeria.rest,,http://pinzeria.rest/Index,,,,https://vk.com/pinzeria_spb,,,,,,,,,,59.821189,30.316573,https://2gis.com/firm/70000001066762146
Kazan-mangal,ресторан грузинской и узбекской кухни,Рестораны; Банкетные залы; Доставка готовых блюд,"улица Долгоозёрная, 14 к2",1 этаж,197373,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-01:00,+03:00,,,,,,,,http://reca.rest,,,,https://vk.com/kazanmangalspb,,,,,,,,,,60.017179,30.247143,https://2gis.com/firm/70000001068775519
La Costa,траттория,Рестораны; Доставка готовых блюд,"Балтийский бульвар, 4 ст1",1 этаж,198335,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,3.7,42,88129564826,,,,,http://lacosta-spb.clients.site/,,,,https://vk.com/la_costa_pizza,,,,,,https://t.me/la_costa_rest,,,,59.869212,30.155566,https://2gis.com/firm/70000001044918750
Волшебный мангал,ресторан,Рестораны,"шоссе в Лаврики, 67",,188678,Центральный м-н,,Мурино,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.8,13,89200000957,,,,,,,,,,https://wa.me/79926669669,,,,,,,,,60.062982,30.462028,https://2gis.com/firm/70000001080127557
Кавказ-бар,ресторан,Рестораны; Доставка готовых блюд,"Итальянская, 37/18",1 этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.7,32,,,,,,http://kavkaz-bar.ru,,,,https://vk.com/kavkazbarspb,,,,,,,,,,59.935383,30.341508,https://2gis.com/firm/5348552838504190
Априори,ресторан,Рестораны; Банкетные залы; Кафе; Организация и проведение праздников,"проспект Обуховской Обороны, 261",1 этаж; отель Винтаж,192012,Обуховский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.6,45,88123626308,89312181380,,,,http://apriori-resto.ru,http://t.me/apriori_resto,,,https://vk.com/club56605961,https://wa.me/79312181380,,,,,,,,,59.858563,30.479159,https://2gis.com/firm/5348553838816591
Milutin 1874,,Рестораны; Доставка готовых блюд; Банкетные залы; Организация и проведение праздников; Конференц-залы / Переговорные комнаты,"улица Садовая, 4",1 этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,5.0,1,88129820044,89657877278,,,,http://milutin-palace.ru,,,,https://vk.com/milutinpalace_spb,https://wa.me/79052120044,https://wa.me/79657877278,,,,https://t.me/+79052120044,,,,59.938646,30.33691,https://2gis.com/firm/70000001066981479
Фу Ченг,ресторан китайской кухни,Рестораны; Доставка готовых блюд; Кафе,"проспект Косыгина, 34 к1",1 этаж,195298,Ржевка,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,3.0,22,88125743586,,,,,,,,,https://vk.com/fucheng34,,,,,,,,,,59.94663,30.503836,https://2gis.com/firm/5348552838592052
Форт,гастробар,Рестораны; Бары; Караоке-залы,"Думская, 1-3",,191011,Муниципальный округ №78,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 14:00-02:00; Вс: 14:00-02:00,+03:00,5.0,1,89024055840,,,,,,,,,,https://wa.me/79024055840,,,,,,,,,59.934129,30.328827,https://2gis.com/firm/70000001080553797
В Чаще,ресторан и кулинарная студия,Рестораны; Доставка готовых блюд; Кулинарные курсы; Бары,"улица Людмилы Кедриной, 20 к2","1, 2 этаж",188660,,,,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.4,21,88129258088,89119219299 (отдел продаж),,,,http://babinaco.com/,,,,https://vk.com/ohtapark.rest,https://wa.me/79119258088,https://wa.me/79119219299,,,,https://t.me/ohtaparkrest,,,,60.130409,30.451172,https://2gis.com/firm/70000001033393468
Пирс,ресторан,Рестораны,"Кемская, 1а",1 этаж,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-22:00 (до последнего гостя: пн-вс),+03:00,1.9,68,89219950535,,,,,,,,,https://vk.com/pirsrest,,,,,,,,,,59.973192,30.248465,https://2gis.com/firm/5348552840379602
Особняк Глуховского,ресторан,Банкетные залы,"набережная Адмирала Лазарева, 10/18",1 этаж,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00 (по предварительной записи: пн-вс),+03:00,4.2,6,88129224475,88129292962,,,,http://www.parkking.ru,,,,,,,,,,,,,,59.965877,30.280812,https://2gis.com/firm/70000001026757852
Belvedere Steak Grill,пивной бар,Бары; Банкетные залы; Рестораны; Доставка готовых блюд,"Дачный проспект, 2 к2",1 этаж,198207,Дачное,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.3,28,88123724343,,,,,http://www.steakgrill.ru,,,,https://vk.com/steak_grill_belveder,,,,,,,,,,59.849692,30.242547,https://2gis.com/firm/5348552838550107
D`or,кафе авторской кухни,Кафе; Рестораны,"Итальянская, 15",1 этаж; 1 уровень,191011,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 11:00-21:00; Вс: 11:00-21:00,+03:00,,,88124499487,,,,,,,,,,,,,,,,,,,59.935695,30.333391,https://2gis.com/firm/5348552838498357
Forma,ресторан,Рестораны; Доставка готовых блюд,"Кондратьевский проспект, 64 к6",1 этаж,195272,Пискарёвка,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,2.8,8,89119239870,,,,,http://www.formarest.ru,,,,https://vk.com/forma_rest,,,,,,,,,,59.981884,30.3909,https://2gis.com/firm/70000001048343067
Bona,итальянский ресторан,Рестораны; Доставка готовых блюд; Пиццерии,"Разводная, 7 к1",,198516,Петергоф г.,Петродворцовый район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.7,55,88128686696,89218686696,,bona.petergof@bona-capona.ru,,http://www.bona-capona.ru,,,,https://vk.com/bonacapona,,,,,,,,,,59.882094,29.902313,https://2gis.com/firm/70000001075074954
Brunch House,кафе-пекарня,Продажа кофе; Пекарни; Рестораны; Кафе,"Толубеевский проезд, 8 к2 ст1",,194363,Парголово пос.,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.3,20,89316292800,,,,,,,,,,https://wa.me/79316292800,,,,,,,,,60.071827,30.342998,https://2gis.com/firm/70000001068437377
Мясо хинкали,ресторан,Рестораны; Доставка готовых блюд,"улица Маршала Захарова, 21 лит Б",2 этаж,198328,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00 (до последнего гостя),+03:00,2.1,14,89697228877,,,,,http://xmyaso.ru,,,,https://vk.com/xmyaso,https://wa.me/79697228877,,,,,,,,,59.852725,30.193907,https://2gis.com/firm/70000001036241156
Волна,ресторан,Рестораны,"Северный проспект, 12",1 этаж,194214,Сосновское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-02:00; Пт: 11:00-04:00; Сб: 11:00-04:00; Вс: 11:00-02:00,+03:00,4.7,6,89657601000,,,,,,,,,,https://wa.me/79657601000,,,,,,,,,60.03109,30.335108,https://2gis.com/firm/70000001024189556
IL Патио,семейный итальянский ресторан,Рестораны; Доставка готовых блюд,"Пулковское шоссе, 41",1 этаж,196210,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.8,48,,,,,,http://ilpatio.ru,,,,https://vk.com/ilpatio_ru,,,,,,https://t.me/il_patio,,,,59.800272,30.272513,https://2gis.com/firm/70000001075032458
Нева,китайский ресторан,Рестораны,"11-я линия В.О., 60",1 этаж,199178,Васильевский,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,,+03:00,,,89817585409,,,,,,,,,,,,,,,,,,,59.945034,30.2693,https://2gis.com/firm/70000001080085578
Склад 22,ресторан,Рестораны; Бары,"улица Московская, 22",1 этаж,196601,Пушкин г.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,4.5,58,89219007222,89215919780,,sklad22@bona-capona.ru,,http://sklad22.com,,,,https://vk.com/sklad22,,,,,,,,,,59.718799,30.409709,https://2gis.com/firm/70000001039519173
Milky,семейный ресторан,Рестораны; Бары,"Красносельское шоссе, 54 к3 лит А",4 этаж,198323,Горелово,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.5,33,88123392818,,,,,http://milky.rest,,,,https://vk.com/milky_rest,,,,,,,,,,59.791293,30.149775,https://2gis.com/firm/70000001026671952
Канибадам,ресторан,Кафе; Доставка готовых блюд; Банкетные залы; Рестораны,"Тимуровская, 26 к1",,195297,Прометей,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,5.0,1,89921707376,,,,,,,,,,https://wa.me/79921707376,,,,,,,,,60.043417,30.409889,https://2gis.com/firm/70000001066576166
Хочу шашлык,ресторан,Рестораны; Доставка готовых блюд,"улица Маршала Казакова, 29",1 этаж,198332,Юго-Запад,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00 (служба доставки: пн-вс 11:00-23:00),+03:00,3.1,10,88129002511,89219002511,,,,http://xochu-shashlik.ru,,,,https://vk.com/xochu_shashlik,,,,,,,,,,59.861472,30.212709,https://2gis.com/firm/70000001046620215
Dобрый папа,бар-ресторан,Рестораны; Бары,"Петергофское шоссе, 45",1 этаж,198322,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,4.2,12,88129865206,,,,,http://dobrypapa.com,,,,https://vk.com/dobriypapa_spb,,,,,,,,,,59.84788,30.153862,https://2gis.com/firm/70000001023260441
ТОКИО-CITY,сеть городских ресторанов,Суши-бары; Доставка готовых блюд; Рестораны,"Всеволожский проспект, 17 лит А",1 этаж,188643,,,Всеволожск,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,3.5,115,88122075725,,,,,http://www.tokyo-city.ru/adress/tc_spb/Vsevolojsk-Vsevolojskij-pr-17.html,,,,https://vk.com/club_tokyocity,,,,,,https://t.me/tokyocity_ru,,,https://youtube.com/channel/ucxwpb1q7cvampm6tuwh2llg,60.021106,30.646217,https://2gis.com/firm/70000001029083330
Bona Capona,итальянский ресторан,Рестораны; Доставка готовых блюд,"Оранжерейная, 39",1 этаж,196601,Пушкин г.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-23:00; Вт: 08:30-23:00; Ср: 08:30-23:00; Чт: 08:30-23:00; Пт: 08:30-23:00; Сб: 08:30-23:00; Вс: 08:30-23:00,+03:00,4.5,81,88129300963,,,,,http://www.bona-capona.ru,,,,https://vk.com/bonacapona,,,,,,,,,,59.722752,30.413038,https://2gis.com/firm/70000001017565498
Charlie foxtrot,ресторан,Рестораны; Кафе; Бары; Доставка готовых блюд; Банкетные залы,"Константиновская, 8",цокольный этаж,198510,Петергоф г.,Петродворцовый район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,4.9,109,89650698279,,,,,http://charliefoxtrot.ru,,,,https://vk.com/charliefoxtrot.gastropub,https://wa.me/79650698279,,,,,,,,,59.876546,29.918698,https://2gis.com/firm/70000001047346363
Стрельна,комплекс,Рестораны; Банкетные залы; Доставка готовых блюд,"Санкт-Петербургское шоссе, 58а",2 этаж,198515,Стрельна пос.,Петродворцовый район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,2.8,17,88124214196,88129529461,,,,http://strelna.spb.ru,,,,https://vk.com/club64596000,https://wa.me/79219529461,,,,,,,,,59.851098,30.060913,https://2gis.com/firm/5348552838487524
Невский бульвар,,Рестораны,"Славянская улица, 18 ст1",1 этаж,192077,Рыбацкое,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-01:00,+03:00,4.2,4,,,,,,,,,,,,,,,,,,,,59.831579,30.533502,https://2gis.com/firm/70000001076220555
Легенда,кафе-ресторан,Кафе; Рестораны; Банкетные залы,"Седова, 91 к1",1 этаж,192174,Обуховский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.0,8,89117753323,89119348327,,,,,,,,https://vk.com/club41760862,https://wa.me/79117753323,,,,,,,,,59.867894,30.441437,https://2gis.com/firm/5348552840787102
Колокольная Горка,панорамный ресторан,Рестораны; Бары; Банкетные залы,"Приморское шоссе, 450 ст1",,197738,Репино пос.,Курортный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.4,22,88126100000,,,,,http://gorkarest.ru,,,,,https://wa.me/79218857483,,,,,https://t.me/gorkarest,,,,60.168827,29.81946,https://2gis.com/firm/70000001077125700
Атриум,ресторан,Рестораны; Доставка готовых блюд,"Суворовский проспект, 18",3 этаж; Гранд отель Эмеральд,191036,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,,,88127405000 (доп.4515),,,,,http://grandhotelemerald.com,,,,https://vk.com/grandhotelemerald,,,,,,,,,,59.935399,30.37125,https://2gis.com/firm/5348552838495976
Cruise by Kuznyahouse,корабль-ресторан,Рестораны,"Английская набережная, 56а",,190121,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-03:00; Вт: 12:00-03:00; Ср: 12:00-03:00; Чт: 12:00-03:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-03:00,+03:00,2.9,18,89214300013,,,,,http://kuznyahouse.ru/cruise,,,,,,,,,,https://t.me/kuznyacruise,,,,59.932535,30.286679,https://2gis.com/firm/70000001052679140
Витраж,ресторан,Рестораны,"улица Новолитовская, 15а",цокольный этаж,194100,Сампсониевское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00 (до последнего клиента),+03:00,2.0,3,88122955128,89095774864,,,,,,,,,https://wa.me/79095774864,,,,,,,,,59.981225,30.355747,https://2gis.com/firm/5348552838482457
Олимп,ресторан,Рестораны; Доставка готовых блюд,"улица Исполкомская, 15",2 этаж; компания Aurore auto,191167,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,1.0,2,88123294139,,,,,http://vkusno-lunch.ru,,,,,,,,,,,,,,59.929242,30.382945,https://2gis.com/firm/70000001061886684
Рыба на Даче,загородный ресторан,Рестораны; Банкетные залы,"Приморское шоссе, 319а",,197706,Сестрорецк г.,Курортный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.7,80,88129186970,,,,,,,,,https://vk.com/ribanadache,,,,,,,,,,60.125001,29.984429,https://2gis.com/firm/5348552838785372
Эйфория,ресторан,Рестораны; Банкетные залы,"Выборгское шоссе, 503 к1",2 этаж,194362,Парголово пос.,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-22:00 (до последнего гостя: пн-вс),+03:00,4.4,7,88123314439,,,,,http://euphoriahall.ru,,,,https://vk.com/euphoriahall,https://wa.me/79112914439,,,,,https://t.me/euphoriahall,,,https://youtube.com/channel/UCuSMdX_D-HFXbHLWsyLPWBA,60.099205,30.261022,https://2gis.com/firm/70000001065649523
Villa verde,ресторан,Рестораны; Бары; Банкетные залы; Доставка готовых блюд,"Приморское шоссе, 448",,197738,Репино пос.,Курортный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:30; Сб: 12:00-01:30; Вс: 12:00-24:00,+03:00,4.8,68,88122451000,,,,,http://vv-repino.ru,http://vse-menu.ru/srv/villa-verde/,,,https://vk.com/villaverde_rest,,,,,,,,,,60.167967,29.822308,https://2gis.com/firm/70000001051081640
Нордик,,Рестораны; Доставка готовых блюд; Конференц-залы / Переговорные комнаты,"Пулковское шоссе, 107",,196140,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.6,100,89215557165 (единая справочная: круглосуточно),,,,,http://voyage-hotel.spb.ru,,,,,https://wa.me/79046417855,,,,,https://t.me/voyage_hotel,,,,59.750458,30.314052,https://2gis.com/firm/5348552838522963
Тоскана,ресторан,Рестораны,"улица Типанова, 21 лит А",3 этаж,196135,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,1.7,3,89217727341,88123356835,,,,,,,,,https://wa.me/79217727341,,,,,,,,,59.853771,30.339959,https://2gis.com/firm/5348553838870067
Чэнду,ресторан китайской кухни,Рестораны,"улица Кораблестроителей, 32 к3",1 этаж,199058,Остров Декабристов,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,,,,,,,,,,,,,,,,,,,,,,59.953602,30.212817,https://2gis.com/firm/70000001066051496
Poke wave,ресторан,Быстрое питание; Доставка готовых блюд,"Лиговский проспект, 30",5 этаж,191040,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.0,53,88129047015,89219047015,,,,,,,,,,,,,,,,,,59.927706,30.360208,https://2gis.com/firm/70000001039920912
Beef by Stroganoff,ресторан,Рестораны,"Пулковское шоссе, 41 лит 3А",2 этаж,196210,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.4,37,89219938001,,,,,http://stroganoffgroup.ru,,,,,https://wa.me/79219938001,,,,,,,,https://youtube.com/channel/UCIPGjlIKVRWLF_6oBDHEdSw,59.798456,30.268078,https://2gis.com/firm/70000001057889996
Белое дерево,ресторан,Рестораны; Банкетные залы; Доставка готовых блюд,"Демьяна Бедного, 3",1 этаж,195274,Прометей,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:30-21:30; Вт: 11:30-21:30; Ср: 11:30-21:30; Чт: 11:30-21:30; Пт: 11:30-21:30; Сб: 11:30-21:30; Вс: 11:30-21:30,+03:00,,,89210963400,88122424777,,,,http://www.beloe-derevo.com,,,,https://vk.com/beloe_derevo,https://wa.me/79210963400,,,viber://chat/?number=79210963400,,,,,,60.035069,30.381156,https://2gis.com/firm/70000001064920732
Наша Dacha,загородный ресторан,Рестораны; Доставка готовых блюд,"Приморское шоссе, 448 лит А",,197738,Репино пос.,Курортный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 10:00-01:00; Вс: 10:00-23:00,+03:00,3.6,73,88126401616 (единый номер),,,,,http://ginza.ru,,,,https://vk.com/nashadachaginza,,,,,,https://t.me/ginzatoeat,,,,60.167674,29.823352,https://2gis.com/firm/70000001024489203
