Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"проспект Ударников, 28",1 этаж,195279,Пороховые,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.7,3,88123024162,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.951156,30.470049,https://2gis.com/firm/70000001052001314
Брусника,пекарня,Пекарни; Кофейни; Доставка готовых блюд,"Витебский проспект, 101 к4 ст1",1 этаж,196233,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.4,50,88123392408,,,,,http://hipolink.me/bakery_brusnika,,,https://vk.com/brusnika.bakery,,,,,,,,,59.829006,30.3686,https://2gis.com/firm/70000001031755378
One Price Coffee,экспресс-кофейня,Кофейни,,,197348,Комендантский аэродром,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 08:30-22:00; Вс: 08:30-22:00,+03:00,2.0,1,84950153150 (единая справочная: пн-вс 9:00-21:00),,,,,http://onepricecoffee.com,,,https://vk.com/onepricecoffee60,,,,,,https://t.me/opc_2022,,,60.002932,30.297014,https://2gis.com/firm/70000001068866806
Все дома,булочная,Пекарни; Кондитерские изделия; Кофейни,"Малая Бухарестская, 12 ст1",1 этаж,192288,Александровский,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+03:00,5.0,7,88123250504 (единый номер),,,,,http://vsedoma-family.ru,,,https://vk.com/vsedoma.family,https://wa.me/79216553409,,,,,https://t.me/+79216553409,,,59.846252,30.417354,https://2gis.com/firm/70000001065175402
Цех85,пекарня-кондитерская,Пекарни; Кондитерские изделия; Кафе-кондитерские; Кофейни; Доставка готовых блюд,"Санкт-Петербургский проспект, 25",1 этаж,198510,Петергоф г.,Петродворцовый район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.3,60,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.87879,29.918552,https://2gis.com/firm/70000001051992926
Петербургские пышки,,Кофейни; Кафе-кондитерские,"Фучика, 2 лит А",1 этаж,192102,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,1,89215757593,,,,,,,,,,,,,,,,,59.877107,30.359408,https://2gis.com/firm/70000001080439457
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"проспект Обуховской Обороны, 229/7",1 этаж,192012,Обуховский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,2.7,45,88123625453,89052118595,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.864417,30.469989,https://2gis.com/firm/70000001017856832
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"бульвар Новаторов, 10",1 этаж,198216,Княжево,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.4,5,88123187992,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.849125,30.269406,https://2gis.com/firm/5348552838722724
Вкусно — и точка,кафе,Кофейни,"Ярославский проспект, 45 лит А",1 этаж,194017,Светлановское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,2.7,6,,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itochka,,,,,,https://t.me/vit_russia,,,60.01727,30.319965,https://2gis.com/firm/70000001034001354
Астон,кофейня,Кофейни,"проспект Обуховской Обороны, 70 к2",1 этаж,192029,Невская застава,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-16:00,+03:00,3.3,4,88123131270,,,,,,,,,,,,,,,,,59.900558,30.42954,https://2gis.com/firm/70000001034103774
Le cafe Taiga,кофейня,Кофейни; Кафе-кондитерские; Продажа кофе,"Никитинская 2-я улица, 50",1 этаж,197349,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,5.0,1,89819820005,,,,,http://t-a-i-g-a.ru,,,,https://wa.me/79819820005,,,,,,,,60.018978,30.280773,https://2gis.com/firm/70000001053629020
Coffee&waffle,кофейня,Кофейни,"проспект Энгельса, 120",3 этаж,194356,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,6,89214277008,,,,,http://coffeeandwaffle.business.site,,,https://vk.com/coffeeandwaffle,,,,,,https://t.me/coffee_and_waffle,,,60.036733,30.321923,https://2gis.com/firm/70000001080727628
Baggins Coffee,кофейня,Кофейни; Продажа кофе; Кондитерские изделия,"Октябрьская набережная, 34 к2 ст1",63-Н помещение; 1 этаж,193091,Невский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.4,18,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.904913,30.440002,https://2gis.com/firm/70000001061528883
Roni`s donuts,кофейня,Кофейни,"Привокзальная площадь, 3/2",1 этаж; около салона красоты Nail Bar,188678,Центральный м-н,,Мурино,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.6,25,89522434023 (кофейня),,,,,http://ronisdonuts.ru,,,https://vk.com/ronis_donuts,https://wa.me/79219505065,,,,,https://t.me/ronis_donuts,,,60.05191,30.44774,https://2gis.com/firm/70000001046673862
КофеБон,сеть кофеен,Кофейни; Доставка готовых блюд; Продажа кофе; Кондитерские изделия; Продажа чая; Точки кофе,"Шаврова, 9а",1 этаж,197373,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 09:00-21:00,+03:00,4.9,57,88123099510 (единый номер: пн-пт 10:00-20:00),,,marketing@coffeebon.ru,,http://coffeebon.ru,,,https://vk.com/coffee_bon,,,,,,https://t.me/coffe_bon,,,60.023073,30.232105,https://2gis.com/firm/70000001031570771
Цех85,пекарня-кондитерская,Кондитерские изделия; Пекарни; Кафе-кондитерские; Доставка готовых блюд; Кофейни,"Выборгское шоссе, 17",1 этаж,194355,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.1,22,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,60.053987,30.310616,https://2gis.com/firm/70000001032760185
Булочная,кофейня,Кофейни,"Манчестерская, 10 к2",,194156,Светлановское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,,,89119264211,,,,,,,,,,,,,,,,,60.01214,30.333573,https://2gis.com/firm/70000001079192851
Вкусно — и точка,кафе,Кофейни,"проспект Большевиков, 27",1 этаж,193232,Муниципальный округ №54,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:30; Вт: 07:00-23:30; Ср: 07:00-23:30; Чт: 07:00-23:30; Пт: 07:00-23:30; Сб: 07:00-23:30; Вс: 07:00-23:30,+03:00,3.0,2,,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itochka,,,,,,https://t.me/vit_russia,,,59.900347,30.486505,https://2gis.com/firm/70000001052673281
Вкусно — и точка,кафе,Кофейни,"Ключевая, 6",,195221,Финляндский,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:30; Вт: 07:00-23:30; Ср: 07:00-23:30; Чт: 07:00-23:30; Пт: 07:00-23:30; Сб: 07:00-23:30; Вс: 07:00-23:30,+03:00,1.0,1,,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itochka,,,,,,https://t.me/vit_russia,,,59.975768,30.404563,https://2gis.com/firm/70000001053191468
Baggins Coffee,кофейня,Кофейни; Продажа кофе; Кондитерские изделия,"проспект Энергетиков, 19",1 этаж,195248,Большая Охта,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00,+03:00,5.0,1,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.945744,30.436334,https://2gis.com/firm/70000001046146609
Британские Пекарни,кафе-кондитерская,Кофейни; Пекарни; Кафе-кондитерские; Доставка готовых блюд; Кондитерские изделия,"Балканская площадь, 5 лит Ю",1 этаж,192281,Балканский,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.0,10,88123132261 (интернет-магазин: пн-вс 9:00-22:00),,,,,http://british-bakery.ru,,,https://vk.com/club46155943,,,,,,https://t.me/britishbakery,,https://youtube.com/channel/UCvsFkwFZTetFu9ro8FJ34jw,59.826881,30.37929,https://2gis.com/firm/70000001046108044
Baggins Coffee,кофейня,Кофейни; Продажа кофе; Кондитерские изделия,"Кузнецовская, 58 к1",1 этаж,196105,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,4.5,4,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.87271,30.347421,https://2gis.com/firm/70000001067081638
Стряпуха,пекарня,Кофейни; Пекарни,"Удельный проспект, 25",1 этаж,194017,Светлановское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,3.6,29,89313195446,89618102870 (единый номер - пн-вс 8:00-21:00),,,,,,,https://vk.com/pekarnyastryapyha,https://wa.me/79618102870,,,,,,,,60.01735,30.314945,https://2gis.com/firm/70000001031478773
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"проспект Косыгина, 26 к1",1 этаж,195298,Пороховые,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.4,5,88123260516,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.94564,30.485103,https://2gis.com/firm/70000001037915741
Roni`s donuts,кофейня,Кофейни,"Выборгское шоссе, 15",2 этаж; центр Авеню,194355,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.3,15,89119883948,,,,,http://ronisdonuts.ru,,,https://vk.com/ronis_donuts,https://wa.me/79219505065,,,,,https://t.me/ronis_donuts,,,60.052137,30.311566,https://2gis.com/firm/70000001054803271
Цех85,пекарня-кондитерская,Пекарни; Кондитерские изделия; Кафе-кондитерские; Кофейни; Доставка готовых блюд,"Адмирала Трибуца, 7",1 этаж,198322,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.9,17,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.852004,30.146383,https://2gis.com/firm/70000001047645693
Baggins Coffee,кофейня,Кафе; Кофейни; Доставка готовых блюд,"проспект Космонавтов, 102 к1",,196158,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.2,5,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.830837,30.36325,https://2gis.com/firm/70000001075851679
Буше,пекарня-кондитерская,Кондитерские изделия; Пекарни; Кафе-кондитерские; Кофейни,"проспект Энгельса, Мега Парнас",1 этаж,188660,,,Санкт-Петербург,Всеволожский муниципальный район,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.3,38,88126405151 (единая справочная: пн-чт 9:00-18:00; пт 9:00-17:00),,,,,http://bushe.ru,http://shop.bushe.ru,,https://vk.com/bushe.bakery,,,,,,https://t.me/bushe_delivery_bot,,,60.091456,30.379929,https://2gis.com/firm/70000001027591081
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"Есенина, 12 к1",1 этаж,194354,Сосновское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.7,9,88123327127,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,60.039457,30.33157,https://2gis.com/firm/70000001041797762
Bengel,пекарня,Пекарни; Кофейни,"Фучика, 2 лит А",1 этаж,192102,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.3,11,,,,,,http://bengel.ru,,,,,,,,,,,,59.87687,30.359846,https://2gis.com/firm/70000001047455685
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Доставка готовых блюд; Пекарни,"проспект Маршака, 12 к1 ст1",,195113,Полюстрово,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,,,88129888387,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,60.032737,30.448036,https://2gis.com/firm/70000001077152060
Do.bro coffee,,Кофейни; Продажа кофе; Кондитерские изделия,"улица Шувалова, 5",,188677,Западный м-н,,Мурино,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 08:00-21:30; Вт: 08:00-21:30; Ср: 08:00-21:30; Чт: 08:00-21:30; Пт: 08:00-21:30; Сб: 08:00-21:30; Вс: 08:00-21:30,+03:00,4.4,30,89992403465,,,,,http://dobro-coffee.com,,,https://vk.com/do.bro_spb_murino,,,,,,,,https://youtube.com/c/DOBROcoffee,60.052995,30.424303,https://2gis.com/firm/70000001062972521
South Lake,,Кофейни; Пекарни; Продажа кофе; Кондитерские изделия,"Южное шоссе, 57 к2",1 этаж,192249,Александровский,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-21:00; Вт: 08:30-21:00; Ср: 08:30-21:00; Чт: 08:30-21:00; Пт: 08:30-21:00; Сб: 08:30-21:00; Вс: 08:30-21:00,+03:00,4.8,16,89231969720,,,,,http://vk.link/south_lake_brew,,,https://vk.com/south_lake_brew,https://wa.me/79231969720,,,,,https://t.me/south_lake_brew,,,59.856104,30.40255,https://2gis.com/firm/70000001076384543
138,пекарня,Кофейни,"улица Савушкина, 138",1 этаж,197374,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,3.6,19,89119943710,,,,,,,,,https://wa.me/79119943710,,,,,,,,59.989155,30.194417,https://2gis.com/firm/70000001031964394
Кап&Кейк,пекарня,Пекарни; Кофейни; Кондитерские изделия; Кулинарии,"проспект Славы, 52 к1",1 этаж,192241,Муниципальный округ №72,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.7,9,89052256435,,,,,,,,https://vk.com/cupcakecoffeespb,https://wa.me/79052256435,,,,,https://t.me/+79052256435,,,59.864036,30.405096,https://2gis.com/firm/70000001062468862
Булки,пекарня-кондитерская,Пекарни; Кофейни; Продукты быстрого приготовления; Кафе-кондитерские,"1-й Предпортовый проезд, 15 ст1",1 этаж,196240,Новоизмайловское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.2,31,,,,,,,,,https://vk.com/bulki_spb,,,,,,,,,59.841611,30.302689,https://2gis.com/firm/70000001058886685
Etlon coffee,сеть кофе-баров,Кофейни,"Европейский проспект, 8",,188693,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,2,89992367777 (единая справочная: пн-вс 10:00-22:00),,,admin@etloncoffee.ru,,http://etlon.ru,,,https://vk.com/etloncoffee,https://wa.me/79992367777,,,viber://chat/?number=79992367777,,https://t.me/etloncoffee,,https://youtube.com/channel/UC3jxN8ac9WTKn6pY6oXF0FQ,59.901039,30.512941,https://2gis.com/firm/70000001079933169
Время Есть,кофейня,Кофейни; Кондитерские изделия; Продажа кофе,"Межевой канал, 3 к2",1 этаж,198035,Морские ворота,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30,+03:00,,,,,,,,,,,,,,,,,,,,59.911042,30.253756,https://2gis.com/firm/70000001075104149
Буше,пекарня-кондитерская,Кондитерские изделия; Пекарни; Доставка готовых блюд; Кафе-кондитерские; Кофейни,"Пулковское шоссе, 25 к1",1 этаж,196240,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.2,18,88126405151 (единая справочная: пн-чт 9:00-18:00; пт 9:00-17:00),,,,,http://bushe.ru,http://shop.bushe.ru,,https://vk.com/bushe.bakery,,,,,,https://t.me/bushe_delivery_bot,,,59.819878,30.317557,https://2gis.com/firm/70000001006711134
Prosloyka,пекарня,Пекарни; Кофейни; Доставка готовых блюд,"проспект Королёва, 57 к1 ст1",1 этаж,197371,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,2.7,33,89210954488 (единый номер: пн-пт 8:00-22:00; сб-вс 9:00-22:00),,,,,,,,https://vk.com/prosloykka,https://wa.me/79210954488,,,,,https://t.me/prosloykka,,,60.028227,30.246847,https://2gis.com/firm/70000001044494728
Pinscher coffee,кофейня,Кофейни,"проспект Луначарского, 56 к1",1 этаж,194354,Сергиевское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,3.6,34,89633129938,,,,,,,,https://vk.com/pinschercoffee,https://wa.me/79633129938,,,,,,,,60.042271,30.337559,https://2gis.com/firm/70000001025077616
Мишка bakery,пекарня,Кофейни; Пекарни; Кафе-кондитерские; Кондитерские изделия,"Столичная, 4 к4",1 этаж,188693,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,2.6,22,89697261904,,,,,,,,https://vk.com/mishka_bakery,,,,,,,,,59.899446,30.516063,https://2gis.com/firm/70000001057228754
Булки,пекарня-кондитерская,Пекарни; Кофейни; Хлебобулочные изделия; Продажа кофе; Продажа чая,"Загребский бульвар, 9",1 этаж; через арку около стоматологии и сразу направо,192284,Георгиевский,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.4,14,,,,,,,,,https://vk.com/bulki_spb,,,,,,,,,59.845561,30.398374,https://2gis.com/firm/70000001036520361
Etlon coffee,сеть кофе-баров,Кофейни,"Свердловская набережная, 44",,195027,Финляндский,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+03:00,,,89992367777 (единая справочная: пн-вс 10:00-22:00),,,admin@etloncoffee.ru,,http://etlon.ru,,,https://vk.com/etloncoffee,https://wa.me/79992367777,,,viber://chat/?number=79992367777,,https://t.me/etloncoffee,,https://youtube.com/channel/UC3jxN8ac9WTKn6pY6oXF0FQ,59.960878,30.403755,https://2gis.com/firm/70000001080870992
El Dorado,колумбийская кофейня,Кофейни; Доставка готовых блюд; Продажа кофе,"Комендантский проспект, 62",1 этаж,197373,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.3,55,89692017013,,,offers@coffeeeldorado.com,,http://eldorado.cafe,,,,https://wa.me/79692017013,,,,,,,,60.036624,30.224301,https://2gis.com/firm/70000001045503863
Есть хлеб,пекарня,Пекарни; Кондитерские изделия; Кофейни,"Комендантский проспект, 58 к1 ст1",1 этаж,197373,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+03:00,3.6,35,89932100217,,,,,,,,,,,,,,,,,60.033734,30.227695,https://2gis.com/firm/70000001045551041
